"authorId:ID","name",":LABEL"
"db9755591ef4","D.G. Ribaldone","Author"
"31884bef552e","D.H. Cho","Author"
"e5e90095c163","D.H. Hulleman-van Haaften","Author"
"3880f5ee7ae7","D.H. Kim","Author"
"47369db7c15c","D.H. Lee","Author"
"29322ec7f934","D.H. Yang","Author"
"51bac386b44a","D.I. Negru-Vodă","Author"
"ca3b30ef7319","D.I. Park","Author"
"60fbe9cea036","D.J. Oh","Author"
"d801debfbc67","D.Jacobstein","Author"
"4e9ffdbdfbf9","D.K. Chang","Author"
"f3cabb8cfe93","D.L. Cohen","Author"
"3ff7a58a6d90","D.L. Suskind","Author"
"b07cfee4a3d7","D.N. José","Author"
"251bec3e8da7","D.N. Reddy","Author"
"cafb44b81ea5","D.P. Epstein","Author"
"3a72b636bbcd","D.P. Yadav","Author"
"92c5e7b772b2","D.P.R.","Author"
"f3726fc8bbb8","D.R. Aljabri","Author"
"9ac2e17472ad","D.S. Han","Author"
"cab7e8e45829","D.T. Rubin","Author"
"3f4b0041b262","D.Turner","Author"
"bc7917844aa9","D.W. Kim","Author"
"368fa0356aa6","Dual pathology in immunocompetent IBD patient","Author"
"3b09ce26cf74","E.","Author"
"29da3bdf2507","E. Abarca Rojano","Author"
"9fc6c9c7f9e1","E. Acosta","Author"
"7a561af39efd","E. Aksoy","Author"
"1b9857f5492e","E. Altintas","Author"
"b7cef3056172","E. Anand","Author"
"d3d9bc9497ff","E. Anand Mr","Author"
"ea1f16a2a3f4","E. AnandMr","Author"
"e5cc7270607a","E. Angelucci","Author"
"5ca51aaf0858","E. Ar","Author"
"9b3a8c5e2cb6","E. Araka","Author"
"94f522a1de5c","E. Archavlis","Author"
"386f6c3d2eb9","E. Arriagada","Author"
"5c38b28ec18c","E. Arriagada Hernandez","Author"
"b9ac7a6094bc","E. Arribas Rodríguez","Author"
"26742312728f","E. Athanasiadou","Author"
"81a82598faf2","E. Barfield","Author"
"74f751d38087","E. Barnes","Author"
"8eaaa17faa54","E. Berinstein","Author"
"8208373a6f1c","E. Berényi","Author"
"ad512be1c67e","E. Betoré Glaría","Author"
"ee8cf12ae620","E. Bickes","Author"
"247f7a22bc85","E. Bilgin","Author"
"64d76030ad95","E. Binder","Author"
"8d4c9bd9dada","E. Blanc Garcia","Author"
"35fc79fa0a07","E. Blanc García","Author"
"5ecdbcb991cd","E. Bracciamà","Author"
"e98e68f2b8d8","E. Brand","Author"
"bd1b542cbabf","E. Brenner","Author"
"1914d4713c3a","E. Bridges","Author"
"21b54f49048b","E. Broide","Author"
"27e65e1991cd","E. Brooks","Author"
"e70370d777dd","E. Brownson","Author"
"8166b9657f27","E. Brunet","Author"
"d3303c021d50","E. Buhl","Author"
"c4e2174c5851","E. Burkitt Wright","Author"
"8f8847326802","E. Calabrese","Author"
"4d1235a82c38","E. Canales","Author"
"9b1f023be92b","E. Caputo","Author"
"e3aa19609ca3","E. Carboni","Author"
"c7ca42c6b453","E. Caroline de Almeida","Author"
"09612ef8d507","E. Cassidy","Author"
"fe8e8e566540","E. Ceni","Author"
"aba18786ecfc","E. Chamseddine","Author"
"65f7b8521007","E. Chatel","Author"
"937b26ba9441","E. Cheng","Author"
"4fe54288020d","E. Choi","Author"
"31861c16d4d8","E. Clasquin","Author"
"afe78fd06b94","E. Cohen","Author"
"2ea5c6081b76","E. Contreras","Author"
"18bfc19300b7","E. Contreras Aviles","Author"
"523498bb682c","E. Cotte","Author"
"7709178cdd18","E. Creagh","Author"
"09d40e4e86a4","E. Cross","Author"
"24d28ce212fe","E. Crowley","Author"
"9202f43f7ad5","E. Culver","Author"
"a83ceca9a533","E. Céspedes Martínez","Author"
"b895f397706d","E. Dahl","Author"
"e633b84128a5","E. Danen","Author"
"3852a815ea8d","E. De Dycker","Author"
"cec29ef0c655","E. De Greef","Author"
"813f50d95256","E. De Langhe","Author"
"b3327e32a419","E. Del Zanna","Author"
"4505031f4851","E. Deligianni","Author"
"398be1046799","E. Dester","Author"
"ab7cce47faab","E. Dina","Author"
"3ae7f97fa326","E. Domènech Moral","Author"
"6f49746eb311","E. Dozois","Author"
"48dafcccc6f9","E. Dreesen","Author"
"4256d6fad887","E. Druyts","Author"
"1c968cf128f5","E. Dubcenco","Author"
"e1f0d2d56513","E. Dumitru","Author"
"5d41604fd22f","E. D’Antonio","Author"
"98a57f897a76","E. Eggermont","Author"
"8b2fbb0acf1b","E. Ehman","Author"
"e8f35c141724","E. Ellis","Author"
"079ebaf7e60c","E. Esposito","Author"
"0a6916c9260f","E. Fernandez","Author"
"e07b375ccec5","E. Ferreiro Pérez","Author"
"1bb15d635291","E. Festen","Author"
"bdc373c07b02","E. Flanagan","Author"
"884571ae5c0f","E. Flood","Author"
"da4078e8b709","E. Foscarini","Author"
"b28b805e847c","E. Franceschini","Author"
"8511fd8b99d3","E. Fryer","Author"
"4b95028cfdfd","E. Fuentes-Valenzuela","Author"
"fc706b1d6427","E. Ganeshamoorthy","Author"
"cf2b01c6a807","E. Garcia","Author"
"4b5d4e2d2cc4","E. Garcia Planella","Author"
"52333b14f20b","E. García Peiró","Author"
"19d6b787f84b","E. Geeraerts","Author"
"c9731af8138c","E. Gemmell","Author"
"745156a42a6d","E. Georgiou","Author"
"a693f305faf5","E. Giangreco","Author"
"0dbd4a019fa7","E. Gilman","Author"
"6ea5e98b4735","E. Giorato","Author"
"2f851eae95a1","E. Girona","Author"
"d7e8bea0d032","E. Glorieus","Author"
"0dff4e3e82a7","E. Godecharle","Author"
"4affc0e59fff","E. Gohier","Author"
"e87141a023a5","E. Gonzalez","Author"
"e9f8ae4e0352","E. Gupta","Author"
"a4e72c8f19be","E. Gómez","Author"
"ea8080b158e1","E. Hajdukova","Author"
"e9d37bffb17a","E. Halmos","Author"
"727047b25e91","E. Hernandez","Author"
"12c0c5b31098","E. Homšak","Author"
"0f45cfabf729","E. Hullah","Author"
"98855ef2ac02","E. Igho-Osagie","Author"
"c6210e17627d","E. Iglesias Flores","Author"
"6ff96bc062cb","E. Irie","Author"
"541753228d2d","E. Irma","Author"
"8c4f97a16f56","E. Ivleva","Author"
"86f5a2587916","E. Ivány","Author"
"bdb2411ec93c","E. Jadzewski","Author"
"2e6c58f6d4e3","E. Johnston","Author"
"f641050c8ac7","E. Jörgensen","Author"
"d418b2c15565","E. Kahramanoglu Aksoy","Author"
"e37d52d183e9","E. Kaji","Author"
"71f350899dbf","E. Kesse","Author"
"b875636f586a","E. Khatib","Author"
"17d569579758","E. Khoo","Author"
"31f283fd9ca1","E. Koifman","Author"
"17def5482c53","E. Koçak","Author"
"5c56d8e5fbe1","E. Kwon","Author"
"38bd82682c47","E. Lagier","Author"
"4e163b2c3a39","E. Laluci","Author"
"ce29b01cc4c5","E. Laoudi","Author"
"021f66b2bd75","E. Lastiri","Author"
"4c81970da75c","E. Leo","Author"
"462636460362","E. Leo Carnerero","Author"
"d255e20c6a3a","E. Lewis","Author"
"e620bcc5adb6","E. Loddewijkx","Author"
"a50d462f1a74","E. Loftus","Author"
"0f4904661efd","E. Lolli","Author"
"80935d2ac7d6","E. Louis","Author"
"ac83f9d6b6f2","E. Macia","Author"
"5985dbf114c9","E. Mak","Author"
"5dbd438840f3","E. Marks","Author"
"57bc024285f8","E. Martens","Author"
"6e075314b856","E. Martin Arranz","Author"
"e27458399ffd","E. Martins Netto","Author"
"f7b1695c873e","E. Matz","Author"
"e82c2131e7bd","E. Mazzotta","Author"
"3efbabb87fc6","E. McDermott","Author"
"76902c52736c","E. McDonnell","Author"
"af50b1f2d3c9","E. Melón-Ardanaz","Author"
"37b3255fddd3","E. Merola","Author"
"e05224b09117","E. Messmer","Author"
"21f5f9f41f10","E. Mickols","Author"
"0df8ae73adfe","E. Miyake","Author"
"07a52c95ca67","E. Monem","Author"
"7a4d1290685a","E. Monro","Author"
"ac6cbd0addc4","E. Morrisroe","Author"
"0f9e71f3ccb6","E. Muzzi","Author"
"e2482c912da3","E. Nelson","Author"
"a691e87979e6","E. Niccolai","Author"
"5b70db802289","E. Oller","Author"
"e26377e396cc","E. Orfanoudaki","Author"
"ae2b60aaf59b","E. Orlando","Author"
"78e8b730c472","E. Orlansky Meyer","Author"
"6640704085aa","E. Osagie-Igho","Author"
"a731183d214f","E. Ozkok","Author"
"a86854bec2b4","E. Pagano","Author"
"a5cbfbbe1300","E. Pala","Author"
"8c0c5538522c","E. PanayotovaMD","Author"
"95ecca9b8bc5","E. Panichi","Author"
"bbc6e24f65c1","E. Panza","Author"
"198657a51e6b","E. Peace","Author"
"586ac9217da8","E. Peeva","Author"
"7d1d4cacc2a9","E. Peggie","Author"
"a993d896a6e2","E. Peris","Author"
"4de001eadf31","E. Perna","Author"
"da5177aac4f7","E. Pertsinidou","Author"
"9493b4e537f5","E. Pályu","Author"
"dedb4f0ef650","E. Ramezani","Author"
"ffa18534fc44","E. Ratti","Author"
"c501e77e570f","E. Rebollo","Author"
"aee9974d40c0","E. Refsum","Author"
"180cb4d27116","E. Ricart Gomez","Author"
"a063ac2be0c2","E. Rivera","Author"
"c6168f665e1d","E. Robertson","Author"
"74c90fa954f7","E. Rollo","Author"
"594e106e62f5","E. Russell","Author"
"eb4ed9b2ee96","E. Saager","Author"
"142506f9ab57","E. Sabelnikova","Author"
"92a2fbd500fc","E. Saito","Author"
"735cb477b3c3","E. Salama","Author"
"0505ef043bf3","E. Salazar","Author"
"0d7825c83491","E. Sauta","Author"
"b2dee3606896","E. Segal","Author"
"75956f385a4d","E. Shakweh","Author"
"328953c2c542","E. Shannon","Author"
"4a38b63fb5f5","E. Sharma","Author"
"7d967f911c5b","E. Sheffels","Author"
"149a2b2ecdd7","E. Shteyer","Author"
"2a8b5f001478","E. Simon","Author"
"3b732e9498b7","E. Slattery","Author"
"e6900729f69a","E. Slomowitz","Author"
"bd215c9bbe91","E. Soriano","Author"
"44da7195e310","E. Spencer","Author"
"d74d9f942fe2","E. Springer","Author"
"42cf855aecf1","E. Sullivan","Author"
"2d8d17dbf635","E. Sunger","Author"
"ce0821ce1098","E. Suraci","Author"
"794b0bad202b","E. Svejnoha","Author"
"d4c908d9d022","E. Szakos","Author"
"211c89c57a0c","E. Szymanska","Author"
"6a9b10f1e6b1","E. Tassistro","Author"
"06bd51d35d18","E. Theodoratou","Author"
"36c4d83f83ae","E. Thompson","Author"
"4fa3f59b0972","E. Toroslu","Author"
"634ff523de3e","E. Tsounis","Author"
"8c5f2f455f20","E. Umaña-Solis","Author"
"85118417429b","E. Unal","Author"
"8f068058ba8b","E. Vainberg","Author"
"61ab35252b6f","E. Van","Author"
"a15ee14aa6fe","E. Van Den Broeck","Author"
"e3edf0d387a6","E. Van Der Does De Willebois","Author"
"8cbc2f961da4","E. Van Der Zanden","Author"
"4ba2593817df","E. Van Gucht","Author"
"899848417b20","E. Varfolomeev","Author"
"29ec6f48d3b3","E. Vayreda","Author"
"fb9f96428ea6","E. Vela","Author"
"26bf6af1719a","E. Verdiyev","Author"
"1ba617ad7034","E. Vergaelen","Author"
"8af53943573d","E. Visser","Author"
"499731962e02","E. Vissers","Author"
"f206e23fed06","E. Vitale","Author"
"d3c6c0bea461","E. Vlachou","Author"
"e49287bee557","E. W. Lopes","Author"
"9b471e4d77f6","E. Watson","Author"
"312dc2995f7c","E. Whitehead","Author"
"935edbd790f6","E. Widigson","Author"
"f57738b700d0","E. Wilson","Author"
"097dc1359987","E. Wine","Author"
"9be58e95e948","E. Yalçın","Author"
"035f5854f29d","E. Yilmaz","Author"
"1c6b1e3dd307","E. Yorulmaz","Author"
"7aac3e520fcc","E. Zacharopoulou","Author"
"8a034b63b47b","E. Zampeli","Author"
"3101e94b5604","E. Zappulo","Author"
"2932d9c57735","E. Zharkov","Author"
"b974c728b8e9","E. Zhu","Author"
"52f8dd93b8ee","E. Zifman","Author"
"5c4a8e3d5201","E. Zittan","Author"
"4f4a0c6fdda9","E. de Oliveira Vizioli","Author"
"d388d7099264","E.A. Torres","Author"
"1d128d5720fe","E.C.M. Trindade","Author"
"3b22a417f30f","E.G. Favalli","Author"
"150482b638e5","E.H. Kim","Author"
"824ca678a859","E.H.S. Aws","Author"
"f5cc9b9718cc","E.J. Bernard","Author"
"e729fc82b828","E.J. Gómez","Author"
"3fd4534a2d9e","E.J. Lee","Author"
"a8206eacda5e","E.K. Herrmann","Author"
"273738b90433","E.K. Wright","Author"
"1482650403c8","E.L. Compot","Author"
"28d16302ff7d","E.L. Wilke","Author"
"30fba21544ed","E.Loftus","Author"
"050f2df9f39a","E.M. Cancela","Author"
"e07d0b5c75be","E.M. Ospina Burbano","Author"
"cb3f6e38f3b1","E.M. Sommella","Author"
"2d3267742e78","E.M. Song","Author"
"a23d5f3eab84","E.M. Wacker","Author"
"d5748e10b3ce","E.M.I. Pathan","Author"
"8f4e41958127","E.R. Abuan","Author"
"ad49491e0acf","E.R. Kim","Author"
"0f9a2c8993b1","E.S. Jeong","Author"
"d1d1a2a16d02","E.S. Kim","Author"
"8d9221e9dd6e","E.T. Keskin","Author"
"58e6210982bc","E.Umaña-Solis","Author"
"a50377baf879","E.V. Savarino","Author"
"33c7b2665d67","E.Y. Kim","Author"
"42bbd564a556","E.Ş. Karaketir","Author"
"bf6aa067d587","F.","Author"
"843a5ce5c464","F. Abascal","Author"
"9850abf79042","F. Agerbo Modin","Author"
"ae628d2a9907","F. Akyüz","Author"
"7c311804317a","F. Al-Mudahka","Author"
"0170b486c712","F. Alrashed","Author"
"bf47f28a24b4","F. Annunziata","Author"
"288688c55d2e","F. Aponte","Author"
"da517db9f666","F. Araz","Author"
"53b4a7b2dd75","F. Areeba","Author"
"4d4514a7a4d3","F. Argüelles Arias","Author"
"61cac5dc3c4e","F. Baccini","Author"
"72379c2d4d0d","F. Badrulhisham","Author"
"3c6a04eb8abf","F. Balogh","Author"
"23526e96b5dd","F. Barakat","Author"
"3e37552084ad","F. Behrens","Author"
"3c4db6f6f390","F. Bendtsen","Author"
"6b0d735b2890","F. Benmansour","Author"
"4c8f78a6cef2","F. Bentolila","Author"
"843ebc23570c","F. Benvenuto","Author"
"623ae549c707","F. Bertoletti","Author"
"5aae4d433bc0","F. Besisik","Author"
"2cc490277935","F. Bloemendaal","Author"
"53ea01f1d3f8","F. Bonoti","Author"
"80227ac5579e","F. Borgiani","Author"
"2a9329f87cd2","F. Bracci","Author"
"048c8b88e5ed","F. Bresso","Author"
"8e2ee7c7b855","F. Bronte","Author"
"9033480aadf4","F. Bárbara","Author"
"6c5d925c0271","F. Caldera","Author"
"5ee5300bbf7e","F. Caprioli","Author"
"725828f37b73","F. Carbonnel","Author"
"bf08f2fb2af2","F. Carrabetta","Author"
"4758ae28f756","F. Cascella","Author"
"bd819df98fe6","F. Castiglione","Author"
"97c7ce95d9f3","F. Cataldi","Author"
"2a08ebad5e99","F. Cei","Author"
"3dff7d48929c","F. Celotto","Author"
"68fb8aa4c9b1","F. Chen","Author"
"ccc1396dabb2","F. Cianchi","Author"
"6eaf227b6639","F. Cléirigh Büttner","Author"
"33a1d534d755","F. Cocomazzi","Author"
"b57c2df661d0","F. Colombo","Author"
"e0baccb3ba42","F. Cominelli","Author"
"1c0608a9eda4","F. Conforti","Author"
"52e25ca4f20a","F. Cummings","Author"
"49df2a995378","F. Dawod","Author"
"3a27f7ae331b","F. Dayton","Author"
"5c20ddf03831","F. De Maio","Author"
"82be0d5ef1eb","F. De Vita","Author"
"0a133f825e0a","F. Del Chierico","Author"
"a8d468a99252","F. Del Pizzo","Author"
"26246c0e79d6","F. Dewidar","Author"
"86e17b70bfc7","F. Di Sario","Author"
"eee5ffcad4e1","F. Di Vincenzo","Author"
"4ab134404f5c","F. Donnellan","Author"
"16d00f111c2d","F. Dos Santos Matos","Author"
"c087f697730a","F. Durand","Author"
"bcab917f856c","F. D’Amico","Author"
"02119f640d7f","F. D’Orsi","Author"
"383afa4cbbf0","F. Eyassu","Author"
"7aa4c6c79b96","F. Fanizzi","Author"
"b6f5f3e7574b","F. Feliciello","Author"
"46cc6c35981d","F. Ferretti","Author"
"afa522c441e3","F. Fiaccavento","Author"
"5a45d7b4ef93","F. Fiorio","Author"
"2164159a7fdf","F. Fousekis","Author"
"a6cb68a2bbe9","F. Fuh","Author"
"92274c33bbf9","F. Furfaro","Author"
"324b7087ee64","F. Furlan","Author"
"b2a0d3e0edc1","F. Gaboardi","Author"
"46040e22256a","F. Gaiani","Author"
"315d5ef1baa9","F. Galos","Author"
"35e1a1295721","F. Galuppini","Author"
"e90c244bbd78","F. Gao","Author"
"bf4b102c5bd7","F. Gatti","Author"
"057e8cb38e35","F. Giudici","Author"
"bbc82d016c4a","F. Gregori","Author"
"9d1f19d0cef1","F. Guevara","Author"
"0c6312a71b82","F. Gutiérrez Nicolás","Author"
"4edb08e05205","F. Heindl","Author"
"9c577ad9b535","F. Hinrichsen","Author"
"ddce9594fa49","F. Hirai","Author"
"be12727e48cc","F. Hoentjen","Author"
"6acb9c0eef84","F. Holtkamp Endemann","Author"
"a274f9ff1f74","F. Hosty-Blaney","Author"
"5dad55a21b19","F. Hu","Author"
"4e789d41b249","F. Iacobini","Author"
"78f2b8281895","F. Ibrahim","Author"
"11419c07e977","F. Imoletti","Author"
"67a70238cfd1","F. Jaisser","Author"
"84d049279fa4","F. Jing","Author"
"58b9d7adbe9c","F. Juliao Baños","Author"
"fe35b5b75194","F. Kakuta","Author"
"9fae25ff3e56","F. Kemik","Author"
"5a251941377e","F. Kimmig","Author"
"e35af49d4c20","F. Kolb","Author"
"a18e3526ecb1","F. Labriola","Author"
"3a3a4d3ef585","F. Li","Author"
"1146ab10b8fe","F. Liu","Author"
"aacb65a09649","F. López Romero-Salazar","Author"
"a74bd6279de5","F. Magro","Author"
"6ac0f0e0ba7b","F. Martinez Silva","Author"
"daac79d4d381","F. Mazza","Author"
"3a346de06907","F. Mechi","Author"
"6c6c12289548","F. Mendes","Author"
"de437e10b6f4","F. Mesonero","Author"
"3b05e97b6f41","F. Mesonero Gismero","Author"
"0a5effb2409e","F. Milo","Author"
"4a2b7d6c36fd","F. Mondi","Author"
"37c545ee05fb","F. Müller","Author"
"dfa0f294589e","F. Naciri","Author"
"ac5065ef93b8","F. Nally","Author"
"57ee9f1e1180","F. Nasehi","Author"
"e6e93b2c4f29","F. Olla","Author"
"5aec5e3b54e6","F. Omrani","Author"
"0d5b937da27c","F. Onnis","Author"
"fa4c4a8fface","F. Ottosson","Author"
"d8545b72573d","F. O’Connell","Author"
"f98b3aed5010","F. Patralia","Author"
"5dcd198f0cc0","F. Peerani","Author"
"ef43282c9693","F. Penagini","Author"
"3d660a0f138d","F. Pereira","Author"
"a99b8b6c6ce0","F. Perna","Author"
"650721076d9e","F. Petersen","Author"
"3d1a67e03fd9","F. Pizzarelli","Author"
"746457f84920","F. Pizzolante","Author"
"58bb71f81374","F. Portela","Author"
"37e08d8e2f53","F. Poullenot","Author"
"4057fed9206b","F. Powrie","Author"
"b5490aff98bb","F. Profeta","Author"
"70a0d0eb6641","F. Rees","Author"
"8f54cabcb50e","F. Ridolfi","Author"
"b4703bfddf9e","F. Rieder","Author"
"48f2fc2d2e0d","F. Rinawi","Author"
"1c351baf7ee1","F. Rizzello","Author"
"c38d00dfe38e","F. Romano","Author"
"40af3f3f68d8","F. Sacchetti","Author"
"7448b1cc02b4","F. SahbaniDr","Author"
"856af95486cb","F. Santagata","Author"
"d8014cede9ab","F. Sasaki","Author"
"e2cb49cda34d","F. Savino","Author"
"a6af813f3393","F. Scaldaferri","Author"
"df1609e2a672","F. Scarfò","Author"
"27ff7dc44222","F. Schnitzler","Author"
"4b5f1b0ff700","F. Scognamiglio","Author"
"57b6bf510ee8","F. Scolari","Author"
"b63d2258d799","F. Staderini","Author"
"b0b20ffaac0a","F. Stallbaum","Author"
"691f64fd626c","F. Strasser","Author"
"5dcbe87889f7","F. Strozzi","Author"
"15d05d9dda48","F. Su","Author"
"a1f41c37891d","F. Tambourini","Author"
"5f6cd4a50da9","F. Terracciano","Author"
"1bfeb64e9a97","F. Thielen","Author"
"3eac3f4cf2fd","F. Tian","Author"
"15cc15ea9d60","F. Tichanek","Author"
"088bf4bd3a33","F. Tizi","Author"
"8848abbe753a","F. Toto","Author"
"aa3bbdb9a46f","F. Tran","Author"
"15c3d0670c19","F. Ungaro","Author"
"408e710fc9db","F. Van Den Bosch","Author"
"05dea313ee7e","F. Van Venetien","Author"
"6c35985f45a7","F. Veenstra","Author"
"2362dfbe9986","F. Venezia","Author"
"ea8183ec3cfe","F. Visser","Author"
"cb964d320ffc","F. Voogd","Author"
"ba4ca734a0ee","F. Wang","Author"
"84e46e60239f","F. Weber","Author"
"82a92645e508","F. Weng","Author"
"741620de9f62","F. Xiao","Author"
"b80cd7ab48d6","F. Xu","Author"
"999eb903603c","F. Yan","Author"
"9e3920ced712","F. Zerbib","Author"
"d90e32e2ebd9","F. Zhang","Author"
"9e90ed85c338","F. Zhou","Author"
"cfc751ca246a","F. Zingone","Author"
"56ae6b73dbc0","F. Zorzi","Author"
"611125da92b4","F. de Voogd","Author"
"31a470225c22","F. van Schaik","Author"
"b1c4a09b845c","F. van Wijk","Author"
"54b087152f5d","F. Ørtoft","Author"
"bb43f6a4af58","F.A. Guevara Agudelo","Author"
"80164a8aebfd","F.A. Modin","Author"
"f0ccc7bcc355","F.A.E. Ibrahim","Author"
"4184c3b21b5c","F.B. Culmsee-Holm","Author"
"f1d432eadd82","F.C. Balestrero","Author"
"86a7db35af2c","F.D. Gutierrez-Herrera","Author"
"1c99cda65f16","F.D. Gutiérrez Herrera","Author"
"da65666171d4","F.E. Lairani","Author"
"b161190dcea8","F.E. Puentes-Manosalva","Author"
"d640413d55ae","F.E. lairani","Author"
"d707f5a94d38","F.J. Baert","Author"
"8e2a1f8094f9","F.J. Garcia Alonso","Author"
"20684306b911","F.J. López Pascual","Author"
"e0849f465b21","F.J. Rodriguez Gonzalez","Author"
"c2bad3a94131","F.L. Gil Parada","Author"
"a859f3b65d7b","F.M. An","Author"
"9f164ae69b85","F.M. Di Giorgio","Author"
"9043864b8875","F.M. Stalla","Author"
"8bf4af5c27a4","F.P. Tropeano","Author"
"9edf99fcac11","F.S. Civitelli","Author"
"44d036537706","F.S. Macaluso","Author"
"7f010b875642","F.S. Teferra","Author"
"ae6ea8308e12","F.S. Troelsen","Author"
"c92f1a04c722","F.W. Guglielmi","Author"
"dee9a6704dfe","F.Z. Ajana","Author"
"98626928bd0d","F.Z. Chabib","Author"
"5a9df6328a32","F.Ø. Andersen","Author"
"00f35a67e3e2","G.","Author"
"87fa7e7b34af","G. Alipour Haris","Author"
"4fed397d2e76","G. Alzbutas","Author"
"13a8691ab91e","G. Amati","Author"
"90360e058601","G. Ana Rita","Author"
"8144d353d1e9","G. Angelino","Author"
"7b77f9118584","G. Armand","Author"
"f2613d23b67a","G. Asadova","Author"
"2bbf9240b21b","G. Ascui","Author"
"73d88415cc7a","G. Axiaris","Author"
"4f8a708d006c","G. Babayeva-Sadigova","Author"
"a2d900848625","G. Baiano Svizzero","Author"
"34990ba0b4c4","G. Baima","Author"
"72c2bb932bba","G. Balasubramanian","Author"
"128a847bda64","G. Bamias","Author"
"a14f73291b26","G. Barkai","Author"
"2d78d9d5623c","G. Bartalucci","Author"
"73d3cf200114","G. Bastida Paz","Author"
"ee05855b43cd","G. Bates","Author"
"30665a2280cb","G. Becherucci","Author"
"85235199999d","G. Bengi","Author"
"ceb0cfd419b9","G. Bhardwaj","Author"
"354f48a07e12","G. Bhatnagar","Author"
"fa6c4e481e4c","G. Bilican","Author"
"a7ae62db6e8f","G. Bislenghi","Author"
"a68375eb7b70","G. Bodini","Author"
"db1e13652345","G. Boschetti","Author"
"f4547e8b42a3","G. Bouguen","Author"
"c805fe4e0f30","G. Bröms","Author"
"fd1f8cbeb8d2","G. C abrera Palma","Author"
"aabaf591d73d","G. Calabrese","Author"
"92b7d60330a9","G. Calini","Author"
"d2c9992e9217","G. Camardese","Author"
"5a2ce2739862","G. Cascetta","Author"
"a1594fcc5106","G. Cataletti","Author"
"250635646300","G. Catarina","Author"
"a4c696a2945d","G. CervantesLimon","Author"
"20f529d64c4b","G. Ceylan","Author"
"7032f21d49a7","G. Chauhan","Author"
"4d729c5790b9","G. Chiarazzo","Author"
"669575d461c1","G. Chlorakis MSc","Author"
"06fff9c92053","G. Choi","Author"
"69345de7c091","G. Choudhuri","Author"
"1cffab66c084","G. Ciobotaru","Author"
"7c90ff24f6e5","G. Clerico","Author"
"67234f67f4e1","G. Coppola","Author"
"ab01a37f32cb","G. Costantino","Author"
"ea60f2f6b7d3","G. Cuccia","Author"
"f24dbf1bda64","G. Cullen","Author"
"d09d4cdcd82f","G. David","Author"
"0d4c0ab9896b","G. Dağcı","Author"
"b89f49746c5b","G. De Hertogh","Author"
"e01c00bacb83","G. Dela Cruz","Author"
"9a1aa2529e6f","G. Di Maria","Author"
"c940e45b131e","G. Diamantopoulou","Author"
"1d3298fe80f2","G. Dijkstra","Author"
"224b6a4fa73e","G. Doherty","Author"
"3afda33242a1","G. Dragoni","Author"
"0697e8652e4c","G. Dunbar","Author"
"52d199454e02","G. D’Arcangelo","Author"
"170579365953","G. D’Haens","Author"
"b976428d8b53","G. Efroni","Author"
"36c92bf0ebc7","G. Elliott","Author"
"88ddb3d46b7d","G. Eremita","Author"
"22171aa8ddb0","G. Erian","Author"
"2842eb8ecce7","G. Fafaliou","Author"
"3873d8de9b83","G. Falasco","Author"
"f6938fee3407","G. Falcioni","Author"
"3965f285b5e7","G. Felipe Alves De Sousa","Author"
"2be634757c29","G. Fiorino","Author"
"3cbdc425154e","G. Fiorino MD- PhD","Author"
"bbabe996c4fb","G. Focht","Author"
"7abda22dd6fa","G. Franchellucci","Author"
"0086c85b0f93","G. García Del Castillo","Author"
"6d8fa2e3067e","G. Geebelen","Author"
"f236626c5b5e","G. Georgiadou","Author"
"adbf791d4496","G. Geramoutsos","Author"
"477301cbf546","G. Gibson","Author"
"116ec1080e9b","G. Gigante González De La","Author"
"22a956137825","G. Gigante González De La Aleja","Author"
"1347d4a29a53","G. Gkoutos","Author"
"52b1b65cdf44","G. Gopalakrishnan","Author"
"0fda3acd60ea","G. Gradisteanu Pircalabioru","Author"
"ab85728bb4fe","G. Graffigna","Author"
"0f5265ef70b9","G. Hakim","Author"
"bc1d73b97cf2","G. Hartel","Author"
"e8c67a706062","G. Hold","Author"
"496c813c7b78","G. Horgan","Author"
"db02337589fc","G. Hupperz-Hauss","Author"
"88c03bd7916b","G. Jackman","Author"
"dbcb1160d491","G. Jarman","Author"
"c8dc59d6b28a","G. Kalogiros","Author"
"3487d9a13f2e","G. Kaplan","Author"
"f76d71b2ad5c","G. Katinios","Author"
"340462894225","G. Kharrasse","Author"
"722abf85e99b","G. Kilic","Author"
"19880842449f","G. Kiudelis","Author"
"578874e31c64","G. Kokkotis","Author"
"0db9fdbdcca3","G. Kollányi","Author"
"c5be8484bdd4","G. Kotrri","Author"
"1a02b1886d3b","G. Kranidiotis","Author"
"b8c208a8689b","G. Kurtser","Author"
"c21b44435b7f","G. La Torre","Author"
"cc61988f0958","G. Lamprecht","Author"
"3c276d80679c","G. Landskron","Author"
"1e80552695ff","G. Lawlor","Author"
"0a15af40b8b7","G. Lazaraki","Author"
"fbce6bcb5d56","G. Le Cosquer","Author"
"e26211e04d28","G. Leason","Author"
"6b2894d5a5dd","G. Lee","Author"
"3b3a9a076004","G. Leonidakis","Author"
"d29535bdff4c","G. Lichtenstein","Author"
"12775d5e86d0","G. Lingam","Author"
"d536fa70de93","G. Liu","Author"
"a8e4d14b4458","G. Luglio","Author"
"41651a0fb049","G. Maconi","Author"
"f55e5b3f26ff","G. Mantzaris","Author"
"da8afef3b891","G. Marafioti","Author"
"efb250c6e3db","G. Matteoli","Author"
